Cuenta;Nombre;Naturaleza;Cta Mayor;Cta Activa;Nivel;Tercero;Auxiliar;C. Costo
261020;PRIMA DE SERVICIOS                      ;C;2610;S;3;S;S;N
2615;PARA OBLIGACIONES FISCALES              ;C;26;S;2;S;N;N
261505;DE RENTA Y COMPLEMENTARIOS              ;C;2615;S;3;S;S;N
261510;DE INDUSTRIA Y COMERCIO                 ;C;2615;S;3;S;S;N
28;OTROS PASIVOS                           ;C;2;S;1;S;N;N
2805;ANTICIPOS Y AVANCES RECIBIDOS           ;C;28;S;2;S;N;N
280505;DE CLIENTES                             ;C;2805;S;0;S;S;N
280510;SOBRE CONTRATOS                         ;C;2805;S;3;S;S;N
280595;OTROS                                   ;C;2805;S;0;S;N;N
28059501;CONSIGNACIONES NO IDENTIFICADAS         ;C;280595;S;0;S;S;N
28059502;ANTICIPO EMPLEADOS                      ;C;280595;S;4;S;S;N
2810;DEPOSITOS RECIBIDOS                     ;C;28;S;2;S;N;N
281005;OTROS                                   ;C;2810;S;3;S;S;N
281030;DE MANEJO DE BIENES                     ;C;2810;S;3;S;S;N
2815;INGRESOS RECIBIDOS PARA TERCEROS        ;C;28;S;2;N;N;N
281505;VALORES RECIBIDOS PARA TERCEROS-SISTECRE;C;2815;S;3;S;S;N
3;PATRIMONIO                              ;C;              ;S;0;S;N;N
31;CAPITAL                                 ;C;3;S;1;S;N;N
3105;Capital suscrito y pagado               ;C;31;S;2;S;N;N
310505;CAPITAL AUTORIZADO                      ;C;3105;S;3;S;S;N
3115;CUOTAS O PARTES DE INTERES SOCIAL       ;C;31;S;2;S;N;N
311505;CUOTAS O PARTES DE INTERES SOCIAL       ;C;3115;S;3;S;S;N
33;RESERVAS                                ;C;3;S;1;S;N;N
3305;RESERVAS OBLIGATORIAS                   ;C;33;S;2;S;N;N
330505;RESERVA LEGAL                           ;C;3305;S;3;S;S;N
3315;RESERVAS OCASIONALES                    ;C;33;S;2;S;N;N
331535;PARA CAPITAL DE TRABAJO                 ;C;3315;S;3;S;S;N
34;REVALORIZACION DEL PATRIMONIO           ;C;3;S;1;S;N;N
3405;Ajustes por inflacion                   ;C;34;S;2;S;N;N
340505;DE CAPITAL SOCIAL                       ;C;3405;S;3;S;S;N
340510;CUOTAS O PARTES DE INTERES SOCIAL       ;C;3405;S;3;S;S;N
340515;DE RESERVAS                             ;C;3405;S;3;S;S;N
340520;DE RESULTADOS DE EJERCICIOS ANTERIORES  ;C;3405;S;3;S;S;N
3410;DE SUPERAVIT DE CAPITAL                 ;C;34;S;2;S;N;N
3415;DE RESERVAS                             ;C;34;S;2;S;N;N
341505;OBLIGATORIAS                            ;C;3415;S;3;S;S;N
341510;ESTATUTARIAS                            ;C;3415;S;3;S;S;N
36;RESULTADOS DEL EJERCICIO                ;C;3;S;1;S;N;N
3605;UTILIDAD DEL EJERCICIO                  ;C;36;S;2;S;N;N
360505;UTILIDAD DEL EJERCICIO                  ;C;3605;S;3;S;S;N
3610;PERDIDA DEL EJERCICIO                   ;C;36;S;2;S;N;N
361001;PERDIDA DEL EJERCICIO                   ;C;3610;S;3;S;S;N
37;UTILIDADES ACUMULADAS                   ;C;3;S;1;S;N;N
3705;UTILIDADES ACUMULADAS                   ;C;37;S;2;S;N;N
370505;UTILIDADES ACUMULADAS                   ;C;3705;S;3;S;S;N
3710;PERDIDAS ACUMULADAS                     ;C;37;S;2;S;N;N
371005;PERDIDAS ACUMULADAS                     ;C;3710;S;3;S;S;N
38;SUPERAVIT POR VALORIZACIONES            ;C;3;S;1;S;N;N
3805;DE INVERSIONES                          ;C;38;S;2;S;N;N
380505;Acciones                                ;C;3805;S;3;S;S;N
3810;De propiedades, planta y equipo         ;C;38;S;2;S;N;N
381004;Terrenos                                ;C;3810;S;3;S;S;N
381008;Construcciones y edificaciones          ;C;3810;S;3;S;S;N
381016;Equipo de oficina                       ;C;3810;S;3;S;S;N
381020;Equipo de computacion y comunicacion    ;C;3810;S;3;S;S;N
4;INGRESOS                                ;C;              ;S;0;S;N;N
41;OPERACIONALES                           ;C;4;S;1;S;N;N
4135;COMERCIO AL POR MAYOR Y POR MENOR       ;C;41;S;2;S;N;N
413542;VENTA  DE MATERIALES PARA CONSTRUCC Y OR;C;4135;S;0;S;N;N
41354201;VENTAS GRAVADAS 19%                     ;C;413542;S;0;S;S;N
41354202;VENTAS EXCLUIDAS                        ;C;413542;S;0;S;S;N
41354203;VENTAS GRAVADAS DEL 5%                  ;C;413542;S;4;S;S;N
4175;DEVOLUCIONES EN VENTAS                  ;D;41;S;2;S;N;N
417501;DEVOLUCIONES EN VENTAS                  ;D;4175;S;0;S;S;N
42;NO OPERACIONALES                        ;C;4;S;1;S;N;N
4210;FINANCIEROS                             ;C;42;S;2;S;N;N
421005;INTERESES                               ;C;4210;S;3;S;N;N
42100501;RENDIMIENTOS CUENTAS DE AHORRO          ;C;421005;S;4;S;S;N
42100502;DESCUENTOS ARRIENDO                     ;C;421005;S;4;S;S;N
421025;FINANCIACION                            ;C;4210;S;3;S;S;N
421040;DESCUENTOS COMERCIALES CONDICIONADOS    ;C;4210;S;3;S;S;N
421099;AJUSTES POR INFLACION                   ;C;4210;S;3;S;S;N
4230;HONORARIOS                              ;C;42;S;0;S;N;N
423005;REVISORIA FISCAL                        ;C;4230;S;0;S;S;N
4245;UTILIDAD EN VENTA DE PROPIEDADES PLANTA ;C;42;S;0;S;N;N
424516;CONTRUCCIONES Y EDIFICACIONES           ;C;4245;S;0;S;S;N
424520;MAQUINARIA Y EQUIPO                     ;C;4245;S;0;S;S;N
424524;EQUIPO DE OFICINA                       ;C;4245;S;0;S;S;N
424528;EQUIPO DE COMPUTACION Y COMUNICACION    ;C;4245;S;0;S;S;N
424540;FLOTA Y EQUIPO DE TRANSPORTE            ;C;4245;S;0;S;S;N
4250;RECUPERACIONES                          ;C;42;S;2;S;N;N
425005;REPOSICION DE INVENTARIO                ;C;4250;S;3;S;S;N
425010;SEGUROS                                 ;C;4250;S;3;S;S;N
425030;DESCUENTOS CONCEDIDOS                   ;C;4250;S;3;S;N;N
42503001;DESCUENTOS CONCEDIDOS                   ;C;425030;S;4;S;S;S
425035;REINTEGRO PROVISIONES                   ;C;4250;S;3;S;N;N
42503501;REINTEGRO DE COSTO X PROVISION DE PS    ;C;425035;S;4;S;S;N
425050;REINTEGRO DE OTROS COSTOS Y GASTOS      ;C;4250;S;0;S;S;N
4255;INDEMNIZACIONES                         ;C;42;S;0;S;N;N
425540;POR INCAPACIDADES E.P.S                 ;C;4255;S;0;S;S;N
4295;DIVERSOS                                ;C;42;S;2;S;N;N
429505;APROVECHAMIENTOS                        ;C;4295;S;3;S;S;N
429551;EXCEDENTES C-10                         ;C;4295;S;0;S;S;N
429552;EXCEDENTES CAJA                         ;C;4295;S;0;S;S;N
429567;FOTOCOPIAS-UTILES-PAPELERIA             ;C;4295;S;3;S;S;N
429581;AJUSTE AL PESO                          ;C;4295;S;3;S;S;N
429599;AJUSTES POR INFLACION                   ;C;4295;S;3;S;S;N
47;AJUSTES POR INFLACION                   ;C;4;S;1;S;N;N
4705;CORRECCION MONETARIA                    ;C;47;S;2;S;N;N
470515;PROPIEDAD PLANTA Y EQUIPO (CR)          ;C;4705;S;3;S;S;N
470525;ACTIVOS DIFERIDOS                       ;C;4705;S;3;S;S;N
470530;OTROS ACTIVOS                           ;C;4705;S;3;S;S;N
470540;PATRIMONIO                              ;C;4705;S;3;S;S;N
470545;DEPRECIACION ACUMULADA                  ;C;4705;S;3;S;S;N
470565;INGRESOS OPERACIONALES                  ;C;4705;S;3;S;S;N
470570;INGRESOS NO OPERACIONALES               ;C;4705;S;3;S;S;N
470575;GASTOS OPERACIONALES                    ;C;4705;S;3;S;S;N
470585;GASTOS NO OPERACIONALES                 ;C;4705;S;3;S;S;N
470594;COSTO DE PRODUCCION O DE OPERACION      ;C;4705;S;3;S;S;N
5;GASTOS                                  ;D;              ;S;0;S;N;N
51;OPERACIONALES DE ADMON                  ;D;5;S;1;S;N;N
5105;GASTOS DE PERSONAL                      ;D;51;S;2;S;N;N
510506;SUELDOS                                 ;D;5105;S;3;S;S;N
510518;COMISIONES                              ;D;5105;S;0;S;S;N
510520;INCAPACIDADES                           ;D;5105;S;3;S;S;S
510524;INCAPACIDADES ASUMIDAS                  ;D;5105;S;3;S;S;N
510527;AUXILIO DE TRANSPORTE                   ;D;5105;S;3;S;S;N
510530;CESANTIAS                               ;D;5105;S;3;S;S;N
510533;INTERESES SOBRE CESANTIAS               ;D;5105;S;3;S;S;N
510536;PRIMA DE SERVICIOS                      ;D;5105;S;3;S;S;N
510539;VACACIONES                              ;D;5105;S;3;S;S;N
510542;PRIMAS EXTRALEGALES                     ;D;5105;S;3;S;S;N
510543;PRIMA DE EXCLUSIVIDAD                   ;D;5105;S;3;S;S;N
510544;PRIMA DE VACACIONES                     ;D;5105;S;3;S;S;N
510545;AUXILIO NO SALARIAL                     ;D;5105;S;3;S;S;N
510548;BONIFICACION ANUAL                      ;D;5105;S;3;S;S;N
510550;BONOS RECONOCIMIENTO EMPLEADOS          ;D;5105;S;3;S;S;N
510551;DOTACION Y SUMINISTRO                   ;D;5105;S;3;S;S;N
510554;SEGUROS                                 ;D;5105;S;3;S;S;N
510563;CAPACITACION AL PERSONAL                ;D;5105;S;3;S;S;N
510566;GASTOS DEPORTIVOS Y DE RECREACION       ;D;5105;S;3;S;S;N
510568;ADMINISTRADORA DE RIESGOS               ;D;5105;S;3;S;S;N
510569;EPS                                     ;D;5105;S;3;S;S;N
510570;PENSIONES                               ;D;5105;S;3;S;S;N
510572;COMFENALCO                              ;D;5105;S;3;S;S;N
510575;ICBF                                    ;D;5105;S;3;S;S;N
510578;SENA                                    ;D;5105;S;3;S;S;N
510580;ISS INDEPENDIENTE                       ;D;5105;S;0;S;S;N
510581;APORTES FONDO DE EMPLEADOS              ;D;5105;S;3;S;S;N
510584;GASTOS MEDICOS Y DROGAS                 ;D;5105;S;0;S;S;N
510595;OTROS                                   ;D;5105;S;3;S;S;N
510597;TRASLADO A COSTOS                       ;D;5105;S;3;S;S;N
510599;AJUSTES POR INFLACION                   ;D;5105;S;3;S;S;N
5110;HONORARIOS                              ;D;51;S;2;S;N;N
511005;JUNTA DIRECTIVA                         ;D;5110;S;3;S;S;N
511010;REVISORIA FISCAL                        ;D;5110;S;3;S;S;N
511015;AUDITORIA EXTERNA                       ;D;5110;S;3;S;S;N
511025;ASESORIA JURIDICA                       ;D;5110;S;3;S;S;N
511030;ASESORIA FINANCIERA                     ;D;5110;S;3;S;S;N
511035;ASESORIA TECNICA                        ;D;5110;S;0;S;S;N
511040;SEGURIDAD INDUSTRIAL                    ;D;5110;S;3;S;S;N
511095;OTROS                                   ;D;5110;S;3;S;N;N
51109501;ASESORIA CONTABLE                       ;D;511095;S;4;S;S;N
51109502;APOYO COMERCIAL                         ;D;511095;S;4;S;S;N
51109503;ASESORIA INFORMATICA Y PROGRAMACION     ;D;511095;S;4;S;S;N
511097;TRASLADO A COSTOS DE SERVICIOS          ;D;5110;S;3;S;S;N
511099;AJUSTES POR INFLACION                   ;D;5110;S;3;S;S;N
5115;IMPUESTOS                               ;D;51;S;2;S;N;N
511505;INDUSTRIA Y COMERCIO                    ;D;5115;S;3;S;S;N
511515;A LA PROPIEDAD RAIZ                     ;D;5115;S;3;S;S;N
511525;VALORIZACION                            ;D;5115;S;0;S;S;N
511540;DE VEHICULOS                            ;D;5115;S;3;S;S;N
511545;IMPUESTO AL CONSUMO                     ;D;5115;S;3;S;S;N
511595;OTROS                                   ;D;5115;S;3;S;N;N
51159501;REGISTRO                                ;D;511595;S;4;S;S;N
51159502;IVA ASUMIDO EN GASTOS                   ;D;511595;S;4;S;S;N
51159503;IMPO CONSUMO CELULARES                  ;D;511595;S;4;S;S;N
51159504;IMPUESTO AL CONSUMO RESTAURANTES        ;D;511595;S;4;S;S;N
51159505;IMPUESTO ALUMBRADO PUBLICO              ;D;511595;S;4;S;S;N
51159506;IMPOCONSUMO BOLSAS PLASTICAS            ;D;511595;S;4;S;S;N
511599;AJUSTES POR INFLACION                   ;D;5115;S;3;S;S;N
5120;ARRENDAMIENTOS                          ;D;51;S;2;S;N;N
512010;CONSTRUCCIONES Y EDIFICACIONES          ;D;5120;S;3;S;S;N
512020;MAQUINARIA Y EQUIPO                     ;D;5120;S;3;S;S;N
512040;FLOTA Y EQUIPO DE TRANSPORTE            ;D;5120;S;3;S;S;N
512095;OTROS                                   ;D;5120;S;0;S;S;N
512097;TRASLADO A COSTOS DE SERVICIOS          ;D;5120;S;3;S;S;N
512099;AJUSTES POR INFLACION                   ;D;5120;S;3;S;S;N
5125;CONTRIBUCIONES  Y AFILIACIONES          ;D;51;S;2;S;N;N
512505;CONTRIBUCIONES                          ;D;5125;S;0;S;S;N
512510;AFILIACIONES Y SOSTENIMIENTO            ;D;5125;S;3;S;S;N
512599;AJUSTES POR INFLACION                   ;D;5125;S;3;S;S;N
5130;SEGUROS                                 ;D;51;S;2;S;N;N
513005;MANEJO                                  ;D;5130;S;3;S;S;N
513010;SEGURO CREDITOS                         ;D;5130;S;3;S;S;N
513020;VIDA COLECTIVA                          ;D;5130;S;0;S;S;N
513025;INCENDIO                                ;D;5130;S;3;S;S;N
513035;SUSTRACCION Y HURTO                     ;D;5130;S;3;S;S;N
513040;FLOTA Y EQUIPO DE TRANSPORTE            ;D;5130;S;3;S;S;N
513045;POLIZA GENERAL EMPRESA                  ;D;5130;S;0;S;S;N
513050;SEGURO FALABELLA                        ;D;5130;S;0;S;S;N
513070;ROTURA DE MAQUINARIA                    ;D;5130;S;3;S;S;N
513095;OTROS                                   ;D;5130;S;3;S;S;N
513097;TRASLADO A COSTOS DE SERVICIOS          ;D;5130;S;3;S;S;N
513099;AJUSTES POR INFLACION                   ;D;5130;S;3;S;S;N
5135;SERVICIOS                               ;D;51;S;2;S;N;N
513505;ASEO Y VIGILANCIA                       ;D;5135;S;3;S;S;N
513510;ADMINISTRACION                          ;D;5135;S;3;S;S;N
513515;ASISTENCIA TéCNICA                     ;D;5135;S;0;S;S;N
513525;ACUEDUCTO Y ALCANTARILLADO              ;D;5135;S;3;S;S;N
513530;ENERGíA ELéCTRICA                     ;D;5135;S;3;S;S;N
513535;TELéFONO                               ;D;5135;S;3;S;S;N
513540;MENSAJERIA, ENVIOS Y DOMICILIOS         ;D;5135;S;3;S;S;N
513545;FAX Y TELEX                             ;D;5135;S;3;S;S;N
513550;TRANSPORTE FLETES Y ACARREOS            ;D;5135;S;3;S;S;N
513555;GAS                                     ;D;5135;S;3;S;S;N
513595;OTROS                                   ;D;5135;S;3;S;N;N
51359501;DESCARGUES                              ;D;513595;S;4;S;S;N
51359502;MAQUILA                                 ;D;513595;S;4;S;S;N
51359503;POR SERVICIOS AUXILIAR CONTABLE         ;D;513595;S;0;S;S;N
51359504;PRESTACION SERVICIOS                    ;D;513595;S;4;S;S;N
51359505;PRUEBAS PSICOTECNICAS                   ;D;513595;S;4;S;S;N
51359506;EXAMENES MEDICOS SSGT                   ;D;513595;S;4;S;S;N
513599;AJUSTES POR INFLACION                   ;D;5135;S;3;S;S;N
5140;GASTOS LEGALES                          ;D;51;S;2;S;N;N
514005;NOTARIALES                              ;D;5140;S;3;S;S;N
514010;REGISTRO MERCANTIL                      ;D;5140;S;3;S;S;N
514015;TRAMITES Y LICENCIAS                    ;D;5140;S;3;S;S;N
514095;OTROS                                   ;D;5140;S;3;S;N;N
51409501;CERTIFICADOS                            ;D;514095;S;4;S;S;N
51409502;OTROS                                   ;D;514095;S;4;S;S;S
514099;AJUSTES POR INFLACION                   ;D;5140;S;3;S;S;N
5145;MANTENIMIENTO Y REPARACIONES            ;D;51;S;2;S;N;N
514510;CONSTRUCCIONES Y EDIFICACIONES          ;D;5145;S;3;S;S;N
514515;MAQUINARIA Y EQUIPO                     ;D;5145;S;3;S;S;N
514520;EQUIPO DE OFICINA                       ;D;5145;S;3;S;S;N
514525;EQUIPO DE COMPUTACION Y COMUNICACION    ;D;5145;S;3;S;S;N
514540;FLOTA Y EQUIPO DE TRANSPORTE            ;D;5145;S;3;S;S;N
514595;OTROS                                   ;D;5145;S;3;S;S;S
514597;TRASLADO A COSTOS DE SERVICIOS          ;D;5145;S;3;S;S;N
514599;AJUSTES POR INFLACION                   ;D;5145;S;3;S;S;N
5150;ADECUACION E INSTALACION                ;D;51;S;2;S;N;N
515005;INSTALACIONES ELECTRICAS                ;D;5150;S;3;S;S;N
515006;ADECUACION REFUERZO PARA BURRO          ;D;5150;S;0;S;S;N
515010;CONSTRUCCIONES  Y EDIFICACIONES         ;D;5150;S;0;S;S;N
515015;REPARACIONES LOCATIVAS                  ;D;5150;S;3;S;S;N
515095;OTROS                                   ;D;5150;S;0;S;S;N
515099;AJUSTES POR INFLACION                   ;D;5150;S;3;S;S;N
5155;GASTOS DE VIAJE                         ;D;51;S;2;S;N;N
515505;ALOJAMIENTO Y MANUTENCION               ;D;5155;S;3;S;S;N
515515;PASAJES AEREOS                          ;D;5155;S;3;S;S;N
515520;PASAJES TERRESTRES                      ;D;5155;S;3;S;S;N
515595;OTROS                                   ;D;5155;S;3;S;N;N
51559501;PARQUEADEROS                            ;D;515595;S;4;S;S;N
51559502;PEAJES                                  ;D;515595;S;4;S;S;N
515599;AJUSTES POR INFLACION                   ;D;5155;S;3;S;S;N
5160;DEPRECIACION ACUMULADA                  ;D;51;S;2;S;N;N
516005;CONSTRUCCIONES Y EDIFICACION            ;D;5160;S;0;S;S;N
516010;MAQUINARIA Y EQUIPO                     ;D;5160;S;3;S;S;N
516015;EQUIPO DE OFICINA                       ;D;5160;S;3;S;S;N
516020;EQUIPO DE COMPUTACION                   ;D;5160;S;3;S;S;N
516025;EQUIPO MEDICO Y CIENTIFICO              ;D;5160;S;3;S;S;N
516035;FLOTA Y EQUIPO DE TRANSPORTE            ;D;5160;S;3;S;S;N
516040;FLOTA Y EQUIPO DE TRANSPORTE            ;D;5160;S;0;S;S;N
516097;TRASLADO A COSTOS DE SERVICIOS          ;D;5160;S;3;S;S;N
516099;AJUSTES POR INFLACION                   ;D;5160;S;3;S;S;N
5195;DIVERSOS                                ;D;51;S;2;S;N;N
519510;LIBROS-SUSCRIPC-PERIODICOS Y REVISTAS   ;D;5195;S;3;S;S;N
519520;GASTOS DE REPRESENTACION Y REL PUBLICAS ;D;5195;S;3;S;S;N
519525;ELEMENTOS DE ASEO Y CAFETERIA           ;D;5195;S;3;S;S;N
519530;UTILES  PAPELERIA Y FOTOCOPIAS          ;D;5195;S;3;S;S;N
519535;COMBUSTIBLES                            ;D;5195;S;3;S;S;N
519540;ENVASES Y EMPAQUE                       ;D;5195;S;3;S;S;N
519545;TAXIS Y BUSES                           ;D;5195;S;3;S;S;N
519550;ESTAMPILLAS                             ;D;5195;S;3;S;S;N
519560;CASINOS Y RESTAURANTES                  ;D;5195;S;0;S;S;N
519561;HOTELES                                 ;D;5195;S;3;S;S;N
519565;PARQUEADEROS                            ;D;5195;S;0;S;S;N
519570;EMERGENCIA SANITARIA                    ;D;5195;S;3;S;S;N
519575;MEDICAMENTOS, ELEMENTOS BOTIQUIN        ;D;5195;S;3;S;S;N
519580;GASTOS NO DEDUCIBLES                    ;D;5195;S;0;S;S;N
519595;OTROS                                   ;D;5195;S;3;S;S;N
519597;TRASLADO A COSTOS DE SERVICIOS          ;D;5195;S;3;S;S;N
519599;AJUSTES POR INFLACION                   ;D;5195;S;3;S;S;N
52;OPERACIONALES DE VENTA                  ;D;5;S;1;S;N;N
5205;GASTOS DE PERSONAL                      ;D;52;S;2;S;N;N
520506;SUELDOS                                 ;D;5205;S;3;S;S;N
520515;REPARACIONES LOCATIVAS                  ;D;5205;S;3;S;S;N
520518;COMISION                                ;D;5205;S;0;S;S;N
520524;INCAPACIDADES                           ;D;5205;S;3;S;S;N
520527;AUXILIO DE TRANSPORTE                   ;D;5205;S;3;S;S;N
520530;CESANTIAS                               ;D;5205;S;3;S;S;N
520533;INTERESES SOBRE CESANTIAS               ;D;5205;S;3;S;S;N
520536;PRIMA DE SERVICIOS                      ;D;5205;S;3;S;S;N
520539;VACACIONES                              ;D;5205;S;3;S;S;N
520542;PRIMAS EXTRALEGALES                     ;D;5205;S;3;S;S;N
520551;DOTACION Y SUMINISTRO A TRABAJADORES    ;D;5205;S;3;S;S;N
520563;CAPACITACION AL PERSONAL                ;D;5205;S;3;S;S;N
520569;APORTES AL ISS                          ;D;5205;S;3;S;S;N
520572;APORTES CAJAS DE COMPENSACION FAMILIAR  ;D;5205;S;3;S;S;N
520575;APORTES ICBF                            ;D;5205;S;3;S;S;N
520578;APORTES SENA                            ;D;5205;S;3;S;S;N
520595;OTROS                                   ;D;5205;S;3;S;S;N
520599;AJUSTES POR INFLACION                   ;D;5205;S;3;S;S;N
5210;HONORARIOS                              ;D;52;S;2;S;N;N
521010;REVISORIA FISCAL                        ;D;5210;S;3;S;S;N
521099;AJUSTES POR INFLACION                   ;D;5210;S;3;S;S;N
5215;IMPUESTOS                               ;D;52;S;2;S;N;N
521505;INDUSTRIA Y COMERCIO                    ;D;5215;S;3;S;S;N
521515;A LA PROPIEDAD RAIZ                     ;D;5215;S;3;S;S;N
521540;DE VEHICULOS                            ;D;5215;S;3;S;S;N
521599;AJUSTES POR INFLACION                   ;D;5215;S;3;S;S;N
5235;SERVICIOS                               ;D;52;S;2;S;N;N
523505;ASEO Y VIGILANCIA                       ;D;5235;S;3;S;S;N
523525;ACUEDUCTO Y ALCANTARILLADO              ;D;5235;S;3;S;S;N
523530;ENERGIA ELECTRICA                       ;D;5235;S;3;S;S;N
523540;CORREO, PORTES Y TELEGRAMAS             ;D;5235;S;3;S;S;N
523545;FAX Y TELEX                             ;D;5235;S;3;S;S;N
523550;TRANSPORTE, FLETES Y ACARREOS           ;D;5235;S;3;S;S;N
523555;GAS                                     ;D;5235;S;3;S;S;N
523560;PUBLICIDAD                              ;D;5235;S;3;S;S;N
523595;OTROS                                   ;D;5235;S;3;S;S;N
523599;AJUSTES POR INFLACION                   ;D;5235;S;3;S;S;N
5240;GASTOS LEGALES                          ;D;52;S;2;S;N;N
524005;NOTARIALES                              ;D;5240;S;3;S;S;N
524010;REGISTRO MERCANTIL                      ;D;5240;S;3;S;S;N
524015;TRAMITES Y LICENCIAS                    ;D;5240;S;3;S;S;N
524095;OTROS                                   ;D;5240;S;3;S;S;N
524099;AJUSTES POR INFLACION                   ;D;5240;S;3;S;S;N
5245;MANTENIMIENTO Y REPARACIONES            ;D;52;S;2;S;N;N
524520;EQUIPO DE OFICINA                       ;D;5245;S;3;S;S;N
524525;EQUIPO DE COMPUTACION Y COMUNICACION    ;D;5245;S;3;S;S;N
524599;AJUSTES POR INFLACION                   ;D;5245;S;3;S;S;N
5250;ADECUACION E INSTALACION                ;D;52;S;2;S;N;N
525005;INSTALACIONES ELECTRICAS                ;D;5250;S;3;S;S;N
525095;OTROS                                   ;D;5250;S;3;S;N;N
52509501;IMPLEMENTOS PARA ADECUAR EVENTOS PROMOCI;D;525095;S;4;S;S;N
525099;AJUSTES POR INFLACION                   ;D;5250;S;3;S;S;N
5255;GASTOS DE VIAJE                         ;D;52;S;2;S;N;N
525515;PASAJES AEREOS                          ;D;5255;S;3;S;S;N
525520;PASAJES TERRESTRES                      ;D;5255;S;3;S;S;N
525595;OTROS                                   ;D;5255;S;3;S;S;N
525599;AJUSTES POR INFLACION                   ;D;5255;S;3;S;S;N
5260;DEPRECIACIONES                          ;D;52;S;2;S;N;N
526015;EQUIPO DE OFICINA                       ;D;5260;S;3;S;S;N
526020;EQUIPO DE COMPUTACION Y COMUNICACION    ;D;5260;S;3;S;S;N
526099;AJUSTES POR INFLACION                   ;D;5260;S;3;S;S;N
5295;DIVERSOS                                ;D;52;S;2;S;N;N
529560;PUBLICIDAD Y PROPAGANDA                 ;D;5295;S;3;S;S;N
529599;AJUSTES POR INFLACION                   ;D;5295;S;3;S;S;N
53;NO OPERACIONALES                        ;D;5;S;1;S;N;N
5305;FINANCIEROS                             ;D;53;S;2;S;N;N
530505;GASTOS BANCARIOS                        ;D;5305;S;3;S;N;N
53050501;CUOTA DE MANEJO                         ;D;530505;S;4;S;S;N
53050502;IVA                                     ;D;530505;S;0;S;S;N
53050503;CUOTA MANEJO                            ;D;530505;S;0;S;S;N
53050504;CHEQUERA                                ;D;530505;S;0;S;S;N
53050505;COBRO DEPOSITOS LOCALES                 ;D;530505;S;4;S;S;S
53050506;OTROS                                   ;D;530505;S;4;S;S;S
53050540;FONDO NACIONAL DE GARANTIAS             ;D;530505;S;0;S;S;N
53050550;OTROS GASTOS ESTUDIO DE CREDITO         ;D;530505;S;0;S;S;N
530510;GMF                                     ;D;5305;S;0;S;S;N
530515;COMISIONES                              ;D;5305;S;3;S;S;N
530520;INTERESES                               ;D;5305;S;3;S;N;N
53052001;INTERESES MORATORIOS                    ;D;530520;S;4;S;S;N
53052002;INTERESES CREDITO                       ;D;530520;S;4;S;S;S
53052003;INTERESES SOBREGIRO                     ;D;530520;S;4;S;S;N
53052004;INTERESES                               ;D;530520;S;4;S;S;N
530535;DESCUENTOS COMERCIALES CONDICIONADOS    ;D;5305;S;0;S;S;N
530540;COMISION DATAFONO REDEBAN               ;D;5305;S;0;S;S;N
530595;GASTO FINANCIERO X CESION CONT. SISTECRE;D;5305;S;3;S;S;N
530599;AJUSTES POR INFLACION                   ;D;5305;S;3;S;S;N
5310;PERDIDA EN VENTA Y RETIRO DE BIENES     ;D;53;S;0;S;N;N
531010;PERDIDA EN VENTA DE OTROS ACTIVOS       ;D;5310;S;3;S;S;N
531015;VENTA DE PROPIEDAD PLANTA Y EQUIPO      ;D;5310;S;0;S;S;N
531040;PERDIDAS POR SINIESTROS                 ;D;5310;S;3;S;S;N
531095;OTROS                                   ;D;5310;S;0;S;S;N
531099;AJUSTES POR INFLACION                   ;D;5310;S;3;S;S;N
5315;GASTOS EXTRAORDINARIOS                  ;D;53;S;2;S;N;N
531520;IMPUESTOS ASUMIDOS                      ;D;5315;S;3;S;S;N
5395;GASTOS DIVERSOS                         ;D;53;S;2;S;N;N
539520;SANCIONES                               ;D;5395;S;3;S;S;N
539525;DONACIONES                              ;D;5395;S;3;S;S;N
539552;FALTANTE CAJA GENERAL                   ;D;5395;S;0;S;S;N
539581;AJUSTE AL PESO                          ;D;5395;S;3;S;S;N
539595;OTROS                                   ;D;5395;S;3;S;S;N
539599;AJUSTES POR INFLACION                   ;D;5395;S;3;S;S;N
54;IMPUESTO DE RENTA                       ;D;5;S;1;S;N;N
5405;IMPUESTO DE RENTA Y COMPLEMENTARIOS     ;D;54;S;2;S;N;N
540505;IMPUESTO DE RENTA Y COMPLEMENTARIO      ;D;5405;S;3;S;S;N
59;GANANCIAS Y PERDIDAS                    ;D;5;S;1;S;N;N
5905;GANANCIAS Y PERDIDAS                    ;D;59;S;2;S;N;N
590505;GANANCIAS Y PERDIDAS                    ;D;5905;S;3;S;S;N
6;COSTOS                                  ;D;              ;S;0;S;N;N
61;COSTO DE VENTAS                         ;D;6;S;1;S;N;N
6135;COSTO DE VENTAS                         ;D;61;S;0;S;N;N
613542;COSTO DE VENTAS                         ;D;6135;S;0;S;N;N
61354201;COSTO DE VENTAS GRAVADAS 19%            ;D;613542;S;0;S;S;N
61354202;COSTO DE VENTAS NO GRAVADADAS           ;D;613542;S;0;S;S;N
61354203;COSTO GRAVADO 5%                        ;D;613542;S;4;S;S;N
6155;ACTIVIDADES EMPRESARIALES               ;D;61;S;2;S;N;N
615530;CONSULTORIA EN PROGRAMAS DE INFORMATICA ;D;6155;S;3;S;N;N
61553001;LICENCIAS PARA LA VENTA                 ;D;615530;S;4;S;S;N
6160;ENSE�ANZA                               ;D;61;S;2;S;N;N
